ID,day,month,year,hour,minute,second,latitude,longitude,depth,mw,err_mw,mc
33316,29,11,2016,21,26,8.67,42.5448,13.2803,13.2,2.04,0.2,1.8
33317,29,11,2016,21,33,29.92,42.9863,13.027,6.1,1.83,0.2,1.8
33318,29,11,2016,21,36,32.55,42.8218,13.2408,14,1.83,0.2,1.8
33319,29,11,2016,21,38,6.78,42.7852,13.1968,12.6,2.04,0.2,1.8
33320,29,11,2016,21,56,58.07,42.5398,13.2963,11.1,1.94,0.2,1.8
33321,29,11,2016,21,58,0.17,42.5412,13.292,11.2,1.83,0.2,1.8
33322,29,11,2016,22,6,49.75,41.7145,14.2243,12.2,2.25,0.2,1.8
33323,29,11,2016,22,14,24.61,42.5352,13.2715,12.6,1.94,0.2,1.8
33324,29,11,2016,22,15,45.38,42.6607,13.197,12.3,2.04,0.2,1.8
33325,29,11,2016,22,19,35.42,42.9407,13.0533,11.1,1.83,0.2,1.8
33326,29,11,2016,22,30,19.72,41.7142,14.2173,10.9,1.87,0.17,1.8
33327,29,11,2016,22,38,18.14,43.02,13.1148,8.3,1.94,0.2,1.8
33328,29,11,2016,22,51,15.57,41.7107,14.213,10.7,2.04,0.2,1.8
33329,29,11,2016,22,55,25.31,42.6582,13.1547,12.1,1.83,0.2,1.8
33330,29,11,2016,23,0,51.35,42.5562,13.2607,12.7,1.94,0.2,1.8
33331,29,11,2016,23,27,7.71,42.8673,13.1583,10.7,1.83,0.2,1.8
33332,29,11,2016,23,40,58.78,42.7423,13.027,10.2,1.94,0.2,1.8
33333,30,11,2016,0,1,51,41.7135,14.2158,10.6,2.04,0.2,1.8
33334,30,11,2016,0,12,49.78,42.8613,13.0752,10.1,1.94,0.2,1.8
33335,30,11,2016,0,15,37.9,42.7958,13.1338,8.9,1.94,0.2,1.8
33336,30,11,2016,0,16,40.29,42.8817,13.0852,11.5,1.83,0.2,1.8
33337,30,11,2016,0,31,9.33,42.7783,13.2142,10.6,1.83,0.2,1.8
33338,30,11,2016,0,32,37.27,43.025,13.0683,7.1,1.94,0.2,1.8
33339,30,11,2016,0,36,13.19,42.9208,13.2198,7.7,2.66,0.19,1.8
33340,30,11,2016,0,59,21.15,42.659,13.2193,11.1,2.14,0.2,1.8
33341,30,11,2016,1,7,53.35,42.5722,13.2338,11.7,1.94,0.2,1.8
33342,30,11,2016,1,12,37.33,42.5603,13.2523,11.5,2.14,0.2,1.8
33343,30,11,2016,1,20,25.57,42.7993,13.1362,9,2.45,0.19,1.8
33344,30,11,2016,1,21,54.73,42.629,13.2812,10.4,2.04,0.2,1.8
33345,30,11,2016,1,33,45.53,41.7135,14.2353,11.1,1.83,0.2,1.8
33346,30,11,2016,1,53,3.87,43.0077,13.0678,9.1,2.35,0.2,1.8
33347,30,11,2016,1,55,55.69,42.8012,13.4482,20,1.94,0.2,1.8
33348,30,11,2016,2,4,9.06,42.815,13.1127,10.3,1.94,0.2,1.8
33349,30,11,2016,2,11,25.03,43.079,13.087,9.1,2.14,0.2,1.8
33350,30,11,2016,2,27,37.88,41.7123,14.229,11.1,1.83,0.2,1.8
33351,30,11,2016,2,31,10.34,42.7953,13.0952,11,2.14,0.2,1.8
33352,30,11,2016,2,38,49.91,41.7233,14.2085,12,1.83,0.2,1.8
33353,30,11,2016,2,46,3.37,42.7958,13.438,22.1,2.25,0.2,1.8
33354,30,11,2016,2,54,2.41,43.0178,13.0738,9.6,1.83,0.2,1.8
33355,30,11,2016,3,3,35.14,43.0233,13.1077,8,1.83,0.2,1.8
33356,30,11,2016,3,7,43.29,42.7972,13.1072,10.5,1.83,0.2,1.8
33357,30,11,2016,3,12,32.81,42.7693,13.1632,14.2,1.83,0.2,1.8
33358,30,11,2016,3,48,12.19,43.0155,13.1125,8.4,2.25,0.2,1.8
33359,30,11,2016,4,58,22.76,42.5923,13.2457,14.2,1.83,0.2,1.8
33360,30,11,2016,5,13,27.74,42.8088,13.1313,10,1.83,0.2,1.8
33361,30,11,2016,5,17,7.53,42.8387,13.1913,10.1,2.14,0.2,1.8
33362,30,11,2016,5,21,22.99,42.9247,13.1398,10.7,2.04,0.2,1.8
33363,30,11,2016,5,28,55.87,42.9952,13.1397,7.9,2.04,0.2,1.8
33364,30,11,2016,5,37,58.35,42.5247,13.1892,10,1.94,0.2,1.8
33365,30,11,2016,5,38,41.78,42.764,13.0885,12.2,1.83,0.2,1.8
33366,30,11,2016,5,38,55.3,42.7448,13.1688,8.7,1.94,0.2,1.8
33367,30,11,2016,5,49,57.81,42.7965,13.1592,9.8,1.83,0.2,1.8
33368,30,11,2016,6,13,28.89,42.782,13.2033,8.6,2.35,0.2,1.8
33369,30,11,2016,6,16,39.05,43.017,13.1195,5.1,1.83,0.2,1.8
33370,30,11,2016,6,20,42.02,42.9677,13.1462,9.7,2.25,0.2,1.8
33371,30,11,2016,6,21,22.25,42.962,13.1448,8.7,2.45,0.19,1.8
33372,30,11,2016,6,31,2.15,42.8902,13.1158,7.1,1.83,0.2,1.8
33373,30,11,2016,6,38,4.11,42.8853,13.1097,8.7,1.94,0.2,1.8
33374,30,11,2016,6,53,54.95,42.7925,13.1363,10.1,1.83,0.2,1.8
33375,30,11,2016,6,58,35.86,42.1103,12.81,8.6,2.42,0.17,1.8
33376,30,11,2016,7,9,52.44,42.7067,13.1437,10,1.83,0.2,1.8
33377,30,11,2016,7,51,18.11,42.5777,13.2285,10.7,2.56,0.19,1.8
33378,30,11,2016,8,12,43.36,43.0203,13.0742,7.5,1.83,0.2,1.8
33379,30,11,2016,8,39,2,42.666,13.1282,11.9,1.83,0.2,1.8
33380,30,11,2016,8,41,49.54,42.9075,13.045,10.2,2.25,0.2,1.8
33381,30,11,2016,8,52,32.84,42.5823,13.2293,11.6,2.25,0.2,1.8
33382,30,11,2016,8,55,15.02,43.156,13.2572,24.3,2.14,0.2,1.8
33383,30,11,2016,9,0,46.72,43.0175,13.0722,9.6,1.83,0.2,1.8
33384,30,11,2016,9,1,58.73,42.7027,13.205,11.9,1.83,0.2,1.8
33385,30,11,2016,9,3,49.13,43.1573,13.2592,24.1,1.83,0.2,1.8
33386,30,11,2016,9,8,55.2,42.9465,13.2062,10.5,1.94,0.2,1.8
33387,30,11,2016,9,11,36.55,43.0097,13.1357,8.1,1.83,0.2,1.8
33388,30,11,2016,9,16,22.01,42.98,13.0377,8.1,1.94,0.2,1.8
33389,30,11,2016,9,23,13.23,42.6705,13.1912,11.1,1.83,0.2,1.8
33390,30,11,2016,9,34,52.99,42.9082,13.0372,10.8,2.04,0.2,1.8
33391,30,11,2016,9,38,26.22,42.9077,13.0353,10.7,1.83,0.2,1.8
33392,30,11,2016,9,49,6.97,42.8058,13.1333,10.6,2.25,0.2,1.8
33393,30,11,2016,10,19,19.77,43.0232,13.105,8,2.04,0.2,1.8
33394,30,11,2016,10,25,39.78,42.8038,13.1288,8,1.83,0.2,1.8
33395,30,11,2016,10,31,35.77,42.9692,13.0365,11.3,1.83,0.2,1.8
33396,30,11,2016,10,34,29.07,43.0168,13.1147,8.4,2.25,0.2,1.8
33397,30,11,2016,10,35,3.71,42.8562,13.2533,16.4,2.14,0.2,1.8
33398,30,11,2016,10,37,57.1,42.8107,13.0638,11,1.83,0.2,1.8
33399,30,11,2016,10,49,17.03,42.6332,13.2183,11.2,2.14,0.2,1.8
33400,30,11,2016,11,17,16.22,44.045,12.9803,18.8,1.94,0.2,1.8
33401,30,11,2016,11,39,8.99,42.6882,13.1735,12.5,1.83,0.2,1.8
33402,30,11,2016,11,47,51.37,42.8725,13.1343,8.4,1.94,0.2,1.8
33403,30,11,2016,12,3,26.35,42.645,13.2252,13.2,2.45,0.19,1.8
33404,30,11,2016,12,4,5.61,42.5723,13.2328,12.5,2.14,0.2,1.8
33405,30,11,2016,12,53,24.81,42.9098,13.0408,10.8,2.25,0.2,1.8
33406,30,11,2016,13,11,22.1,42.6902,13.2048,12.4,1.94,0.2,1.8
33407,30,11,2016,13,14,51.41,42.5348,13.2612,12.4,2.14,0.2,1.8
33408,30,11,2016,13,33,59.07,42.9587,13.0242,11.8,1.83,0.2,1.8
33409,30,11,2016,14,3,6.69,42.747,13.2517,14.1,2.87,0.19,1.8
33410,30,11,2016,14,24,18.28,42.8395,13.1132,10.2,1.94,0.2,1.8
33411,30,11,2016,14,31,53.1,42.8292,13.1633,8.3,2.25,0.2,1.8
33412,30,11,2016,14,43,42.48,43.0648,13.0687,10.4,1.94,0.2,1.8
33413,30,11,2016,14,45,56.96,42.892,13.0262,10.5,1.94,0.2,1.8
33414,30,11,2016,15,1,18.32,43.0638,13.091,4.1,1.94,0.2,1.8
33415,30,11,2016,15,5,7.42,42.9197,13.1498,8,2.25,0.2,1.8
33416,30,11,2016,15,6,56.93,42.805,13.1357,10.5,2.35,0.2,1.8
33417,30,11,2016,15,38,34.93,42.5463,13.2258,10.4,1.94,0.2,1.8
33418,30,11,2016,15,42,13.36,42.5267,13.258,11,1.94,0.2,1.8
33419,30,11,2016,15,53,2.71,42.8933,13.029,10.5,2.04,0.2,1.8
33420,30,11,2016,16,9,16.78,42.9398,13.2153,7.1,2.35,0.2,1.8
33421,30,11,2016,16,35,12.62,42.8345,13.22,14,1.83,0.2,1.8
33422,30,11,2016,16,39,27.6,42.8903,13.0197,10.7,2.04,0.2,1.8
33423,30,11,2016,16,43,14.84,42.9447,13.2003,8.6,2.66,0.19,1.8
33424,30,11,2016,17,34,54.58,43.03,13.0908,4.6,1.83,0.2,1.8
33425,30,11,2016,18,18,27.55,43.0092,13.1288,8,2.25,0.2,1.8
33426,30,11,2016,18,21,18.64,42.5323,13.2733,12.3,1.94,0.2,1.8
33427,30,11,2016,18,25,51.39,42.9302,13.2038,7.9,1.94,0.2,1.8
33428,30,11,2016,18,45,11.89,43.0157,13.1072,6.9,2.56,0.19,1.8
33429,30,11,2016,18,54,35.91,42.9923,13.0772,9.3,2.35,0.2,1.8
33430,30,11,2016,19,6,11.15,42.9095,13.0648,11.3,1.83,0.2,1.8
33431,30,11,2016,19,37,15.01,42.92,13.1512,9.6,2.04,0.2,1.8
33432,30,11,2016,19,47,6.19,42.5717,13.2403,12.8,1.83,0.2,1.8
33433,30,11,2016,20,11,15.45,42.7483,13.2513,13.2,1.83,0.2,1.8
33434,30,11,2016,20,19,58.34,43.0213,13.0872,5.3,2.14,0.2,1.8
33435,30,11,2016,20,43,55.58,43.0018,13.0808,7.5,1.94,0.2,1.8
33436,30,11,2016,20,51,43.89,42.7458,13.1587,8.1,1.83,0.2,1.8
33437,30,11,2016,21,8,26.54,42.8848,13.2492,9.4,2.25,0.2,1.8
33438,30,11,2016,21,9,8.54,43.0872,13.063,9.8,1.94,0.2,1.8
33439,30,11,2016,21,22,12.94,42.8847,13.2498,8.2,2.04,0.2,1.8
33440,30,11,2016,21,36,14.62,42.7118,13.1827,10.2,1.83,0.2,1.8
33441,30,11,2016,21,51,43.1,42.7403,13.1848,10.4,2.04,0.2,1.8
33442,30,11,2016,21,54,10.59,42.9037,12.9733,10.8,1.83,0.2,1.8
33443,30,11,2016,21,56,23.35,42.7073,13.2405,11.7,1.94,0.2,1.8
33444,30,11,2016,22,16,20.73,42.6818,13.1915,13.7,1.83,0.2,1.8
33445,30,11,2016,22,19,37.2,42.8343,13.1138,10.3,1.94,0.2,1.8
33446,30,11,2016,22,40,11.39,42.7597,13.1978,10,2.56,0.19,1.8
33447,30,11,2016,22,55,16.52,43.0268,13.032,8,1.94,0.2,1.8
33448,30,11,2016,23,1,53.78,42.7702,13.0638,10.5,2.97,0.19,1.8
33449,30,11,2016,23,18,35.86,43.0048,13.1227,9.5,2.14,0.2,1.8
33450,30,11,2016,23,19,50.5,42.9205,13.0352,10.9,1.94,0.2,1.8
33451,30,11,2016,23,20,50.1,43.0173,13.0703,7.3,1.83,0.2,1.8
33452,30,11,2016,23,23,39,42.5402,13.2902,11.8,1.94,0.2,1.8
33453,30,11,2016,23,59,6.78,42.5327,13.259,12.5,1.83,0.2,1.8
33454,1,12,2016,0,6,22.53,42.7492,13.1753,10.7,1.94,0.2,1.8
33455,1,12,2016,0,30,36.85,42.7728,13.0603,10.5,1.94,0.2,1.8
33456,1,12,2016,0,45,42.87,42.8192,13.0713,12.1,1.83,0.2,1.8
33457,1,12,2016,1,9,2.04,42.7585,13.2618,10.9,2.04,0.2,1.8
33458,1,12,2016,1,15,31.53,42.8533,13.2092,10.3,2.66,0.19,1.8
33459,1,12,2016,2,14,24.06,42.9618,13.0682,9.4,2.56,0.19,1.8
33460,1,12,2016,2,21,32.16,43.0108,13.1332,7.7,1.83,0.2,1.8
33461,1,12,2016,2,24,8.57,42.8063,13.1542,10.1,2.04,0.2,1.8
33462,1,12,2016,2,31,46.76,42.8583,13.1508,13.8,1.94,0.2,1.8
33463,1,12,2016,5,11,21.82,43.0343,13.0313,10.7,1.83,0.2,1.8
33464,1,12,2016,6,24,56.33,42.9758,13.0775,9.7,2.56,0.19,1.8
33465,1,12,2016,6,30,6.58,42.9117,13.1998,8.6,2.04,0.2,1.8
33466,1,12,2016,7,57,0.43,42.7127,13.2158,10.6,2.04,0.2,1.8
33467,1,12,2016,8,13,16.62,42.6293,13.2683,13.2,2.25,0.2,1.8
33468,1,12,2016,8,34,48.33,43.0032,13.0987,10.1,1.83,0.2,1.8
33469,1,12,2016,8,40,52.01,42.9877,13.1472,7.8,2.76,0.19,1.8
33470,1,12,2016,8,48,43.77,43.001,13.1453,8.9,1.94,0.2,1.8
33471,1,12,2016,8,51,24.13,42.9947,13.1393,7.6,1.94,0.2,1.8
33472,1,12,2016,9,5,20.08,42.7197,13.2467,12,1.94,0.2,1.8
33473,1,12,2016,9,31,42.54,42.945,13.0995,10.3,1.94,0.2,1.8
33474,1,12,2016,9,33,11.43,43.0227,13.1418,5.8,1.83,0.2,1.8
33475,1,12,2016,9,56,8.67,42.9368,13.2165,8.1,2.04,0.2,1.8
33476,1,12,2016,10,52,35.54,43.0245,13.0765,9.8,1.83,0.2,1.8
33477,1,12,2016,11,30,53.31,43.0017,13.0777,9.2,4.16,0.07,1.8
33478,1,12,2016,11,36,4.78,42.9885,13.1382,10.8,2.35,0.2,1.8
33479,1,12,2016,11,51,0.42,42.7403,13.1705,13.6,2.14,0.2,1.8
33480,1,12,2016,11,56,30.3,42.9665,13.0377,9.2,2.04,0.2,1.8
33481,1,12,2016,12,21,55.31,43.0087,13.0683,7.9,1.94,0.2,1.8
33482,1,12,2016,12,45,7.27,42.745,13.1842,9.7,1.94,0.2,1.8
33483,1,12,2016,12,57,58.5,44.1742,12.2438,21.8,2.04,0.2,1.8
33484,1,12,2016,13,32,24.69,42.8033,13.147,10.6,2.35,0.2,1.8
33485,1,12,2016,14,33,27.06,43.0287,13.0793,11.1,2.04,0.2,1.8
33486,1,12,2016,15,0,38.94,42.6598,13.2535,11.9,1.83,0.2,1.8
33487,1,12,2016,15,14,3.24,42.9887,13.0942,8.4,1.94,0.2,1.8
33488,1,12,2016,15,26,26.67,43.007,13.0737,9.1,2.25,0.2,1.8
33489,1,12,2016,15,28,56.92,42.9367,13.1497,9.8,1.94,0.2,1.8
33490,1,12,2016,15,30,58.42,42.7263,13.3925,17.2,1.82,0.17,1.8
33491,1,12,2016,15,51,40.69,42.7615,13.06,10.7,1.94,0.2,1.8
33492,1,12,2016,16,0,21.07,42.8228,13.2053,12.4,2.56,0.19,1.8
33493,1,12,2016,16,4,34.12,42.7757,13.1632,11.1,2.45,0.19,1.8
33494,1,12,2016,16,5,3.35,42.5248,13.193,10.7,2.14,0.2,1.8
33495,1,12,2016,16,36,42.05,43.0127,13.098,9.1,2.25,0.2,1.8
33496,1,12,2016,16,46,39.87,42.933,13.1712,9.2,1.82,0.17,1.8
33497,1,12,2016,16,57,18.69,43.039,13.0715,9.2,3.18,0.19,1.8
33498,1,12,2016,18,24,55.85,42.532,13.2892,11.4,1.83,0.2,1.8
33499,1,12,2016,18,37,36.53,42.866,13.2053,11.9,1.83,0.2,1.8
33500,1,12,2016,18,38,13.74,42.9578,13.0183,9.7,1.83,0.2,1.8
33501,1,12,2016,18,54,36.39,43.0498,13.089,3.6,2.25,0.2,1.8
33502,1,12,2016,19,2,51.03,42.8775,13.1358,11.6,2.04,0.2,1.8
33503,1,12,2016,19,10,22.32,43.0117,13.1182,7.5,2.45,0.19,1.8
33504,1,12,2016,19,11,24.68,42.7228,13.0548,0.7,1.83,0.2,1.8
33505,1,12,2016,20,0,42.57,42.8588,13.2053,11.8,1.83,0.2,1.8
33506,1,12,2016,20,7,34.02,43.0347,13.0765,8.4,3.18,0.19,1.8
33507,1,12,2016,20,8,38.2,42.7282,13.1548,8,1.83,0.2,1.8
33508,1,12,2016,20,18,44.02,42.8632,13.1943,12.3,2.04,0.2,1.8
33509,1,12,2016,21,40,4.83,43.0465,13.0848,8.2,2.39,0.17,1.8
33510,1,12,2016,21,47,28.91,43.0368,13.0708,8.5,3.18,0.19,1.8
33511,1,12,2016,21,51,54.72,43.0427,13.0653,9.3,1.94,0.2,1.8
33512,1,12,2016,22,27,9.5,43.001,13.0767,9.4,1.83,0.2,1.8
33513,1,12,2016,22,48,57.37,43.0367,13.0727,9.4,2.14,0.2,1.8
33514,1,12,2016,22,50,25.21,43.0328,13.0683,9.4,1.83,0.2,1.8
33515,1,12,2016,22,59,46.28,42.8978,13.1503,8.9,1.83,0.2,1.8
33516,1,12,2016,23,6,2.46,42.8718,13.2383,10,1.83,0.2,1.8
33517,1,12,2016,23,20,42.24,43.0033,13.0818,9.2,2.35,0.2,1.8
33518,1,12,2016,23,48,22.67,42.9338,13.1688,8.2,1.83,0.2,1.8
33519,1,12,2016,23,48,59.99,42.9392,13.166,8.9,1.83,0.2,1.8
33520,2,12,2016,0,8,5.81,42.7787,13.2912,14.1,1.83,0.2,1.8
33521,2,12,2016,0,9,36.14,43.0063,13.0752,9.6,1.83,0.2,1.8
33522,2,12,2016,0,17,29.58,42.9827,13.0737,8.9,1.83,0.2,1.8
33523,2,12,2016,0,37,6.83,42.9412,13.135,12.5,2.04,0.2,1.8
33524,2,12,2016,1,19,48.45,43.0163,13.1388,8.3,1.94,0.2,1.8
33525,2,12,2016,2,6,2.06,42.8252,13.0897,10.3,2.45,0.19,1.8
33526,2,12,2016,4,6,13.44,42.9842,13.1172,9.7,2.04,0.2,1.8
33527,2,12,2016,4,9,29.53,42.5543,13.2667,11.8,2.14,0.2,1.8
33528,2,12,2016,4,49,0.37,42.9188,13.1722,9.5,1.94,0.2,1.8
33529,2,12,2016,5,0,36.79,42.9962,13.0782,9.8,2.04,0.2,1.8
33530,2,12,2016,5,1,32.26,42.6888,13.3213,11,2.14,0.2,1.8
33531,2,12,2016,6,14,3.83,42.8968,13.2118,9.3,2.14,0.2,1.8
33532,2,12,2016,6,49,4.66,43.016,13.0797,9.2,2.56,0.19,1.8
33533,2,12,2016,6,53,32.14,42.9703,13.0012,14.4,1.94,0.2,1.8
33534,2,12,2016,7,31,26.72,42.996,13.081,9.8,2.04,0.2,1.8
33535,2,12,2016,7,38,56.37,43.0227,13.1193,9.2,1.83,0.2,1.8
33536,2,12,2016,8,1,34,42.5527,13.2707,11.9,2.35,0.2,1.8
33537,2,12,2016,8,2,5.16,42.5535,13.2715,12.2,1.83,0.2,1.8
33538,2,12,2016,8,13,48.84,43.0238,13.1263,8.1,1.96,0.36,1.8
33539,2,12,2016,8,14,49.58,42.6867,13.1612,12.9,1.83,0.2,1.8
33540,2,12,2016,8,44,6.84,43.0205,13.0847,9.4,2.04,0.2,1.8
33541,2,12,2016,8,56,50.24,42.5627,13.2407,11.2,2.04,0.2,1.8
33542,2,12,2016,9,3,11.78,42.5643,13.2373,11,1.94,0.2,1.8
33543,2,12,2016,9,7,6.83,42.5753,13.2313,12.9,1.83,0.2,1.8
33544,2,12,2016,9,8,12.73,42.5295,13.2888,12.8,1.83,0.2,1.8
33545,2,12,2016,9,8,52.09,42.7757,13.2485,11.9,1.83,0.2,1.8
33546,2,12,2016,9,29,32.01,43.0182,13.0713,9.8,1.94,0.2,1.8
33547,2,12,2016,9,52,36.04,42.7308,13.2007,12.5,1.83,0.2,1.8
33548,2,12,2016,9,59,27.68,42.9285,13.2092,16.5,2.25,0.2,1.8
33549,2,12,2016,10,4,16.29,42.6157,13.1733,11.1,2.56,0.19,1.8
33550,2,12,2016,10,7,38.07,42.6847,13.2667,12.3,2.35,0.2,1.8
33551,2,12,2016,10,10,12.87,42.8717,13.2312,11.7,1.94,0.2,1.8
33552,2,12,2016,10,14,42.3,42.7443,13.0863,11.2,2.76,0.19,1.8
33553,2,12,2016,10,32,5.43,42.879,13.1797,10.8,2.25,0.2,1.8
33554,2,12,2016,10,51,11.43,43.064,13.0932,9.3,2.14,0.2,1.8
33555,2,12,2016,10,52,20.34,42.5652,13.2417,12.4,1.83,0.2,1.8
33556,2,12,2016,10,56,34.5,42.5567,13.2637,11.8,2.25,0.2,1.8
33557,2,12,2016,11,11,59.78,42.7765,13.2517,12.9,1.94,0.2,1.8
33558,2,12,2016,11,54,47.48,42.8908,13.1682,13.2,2.66,0.19,1.8
33559,2,12,2016,12,52,43.66,42.772,13.2368,11,1.83,0.2,1.8
33560,2,12,2016,13,11,17.26,43.0127,13.0677,8.8,1.83,0.2,1.8
33561,2,12,2016,13,25,22.79,43.0633,13.0907,9.1,1.94,0.2,1.8
33562,2,12,2016,13,40,51.44,43.0093,13.069,9.8,1.94,0.2,1.8
33563,2,12,2016,14,5,50.27,43.0422,13.0682,9.6,1.83,0.2,1.8
33564,2,12,2016,14,7,35.11,42.8448,13.1872,10.9,1.83,0.2,1.8
33565,2,12,2016,14,32,50.48,42.9017,13.1525,9.4,1.94,0.2,1.8
33566,2,12,2016,14,33,55.96,43.7013,11.4868,8.5,1.94,0.2,1.8
33567,2,12,2016,14,34,40.72,42.8983,13.0603,10.5,2.14,0.2,1.8
33568,2,12,2016,15,1,36.48,42.823,13.2363,13.8,1.83,0.2,1.8
33569,2,12,2016,15,12,35.25,42.8457,13.1883,11,1.94,0.2,1.8
33570,2,12,2016,15,19,42.74,43.0078,13.1373,8.3,3.18,0.19,1.8
33571,2,12,2016,15,31,47.19,43.0117,13.1342,9,2.04,0.2,1.8
33572,2,12,2016,15,37,36.32,43.0642,13.0898,9,2.04,0.2,1.8
33573,2,12,2016,15,45,45.17,43.0085,13.1407,8.3,2.97,0.19,1.8
33574,2,12,2016,16,2,18.82,42.6467,13.0032,10.6,2.14,0.2,1.8
33575,2,12,2016,16,3,51.2,42.8147,13.1002,11.6,2.45,0.19,1.8
33576,2,12,2016,16,6,20.5,42.4253,13.2502,10.3,1.83,0.2,1.8
33577,2,12,2016,16,18,14.95,42.8398,13.0887,11.3,1.83,0.2,1.8
33578,2,12,2016,17,3,56.09,42.816,13.1028,12.4,2.14,0.2,1.8
33579,2,12,2016,18,19,53.96,42.8367,13.225,13.5,2.04,0.2,1.8
33580,2,12,2016,18,31,52.03,43.0048,13.1345,9.6,2.45,0.19,1.8
33581,2,12,2016,19,0,58.9,42.8473,13.3998,24.9,1.83,0.2,1.8
33582,2,12,2016,19,14,23.57,42.7303,13.2098,11.6,2.35,0.2,1.8
33583,2,12,2016,19,38,32.49,42.7732,13.1402,9.2,1.83,0.2,1.8
33584,2,12,2016,20,1,3.17,42.9955,13.0787,9.5,2.25,0.2,1.8
33585,2,12,2016,21,54,14.87,42.8977,13.0562,10.8,2.04,0.2,1.8
33586,2,12,2016,22,23,7.64,42.8118,13.1242,10.8,1.94,0.2,1.8
33587,2,12,2016,22,23,37.9,42.7167,13.1342,11.2,1.94,0.2,1.8
33588,2,12,2016,23,12,48.79,43.0247,13.0578,8.3,1.83,0.2,1.8
33589,2,12,2016,23,40,38.4,42.8798,13.2057,6.3,1.83,0.2,1.8
33590,2,12,2016,23,51,18.57,42.7548,13.1967,11,1.94,0.2,1.8
33591,3,12,2016,0,4,59.88,42.7943,13.2093,10,2.04,0.2,1.8
33592,3,12,2016,0,11,22.32,42.8133,13.068,10.2,1.83,0.2,1.8
33593,3,12,2016,0,38,58.36,43.0202,13.1005,7.5,2.14,0.2,1.8
33594,3,12,2016,0,53,4.85,42.9938,13.0852,7.9,2.66,0.19,1.8
33595,3,12,2016,0,57,42.83,42.9942,13.0842,9.2,2.35,0.2,1.8
33596,3,12,2016,0,58,58.82,43.017,13.0908,8.2,1.94,0.2,1.8
33597,3,12,2016,1,14,16.78,42.5662,13.2445,13.2,1.83,0.2,1.8
33598,3,12,2016,1,23,7.97,43.0022,13.0807,7.4,1.83,0.2,1.8
33599,3,12,2016,1,36,14.95,42.5577,13.2668,11.3,2.25,0.2,1.8
33600,3,12,2016,1,38,27.58,43.0392,13.0688,10,1.94,0.2,1.8
33601,3,12,2016,1,39,12.45,43.0233,13.0747,6.2,1.83,0.2,1.8
33602,3,12,2016,2,5,45.98,42.9918,13.0848,8.1,2.14,0.2,1.8
33603,3,12,2016,2,6,56.24,42.9943,13.0815,8.5,3.28,0.19,1.8
33604,3,12,2016,2,7,51.31,42.7268,13.2043,12,1.94,0.2,1.8
33605,3,12,2016,2,11,4.09,42.9997,13.0772,8.5,1.94,0.2,1.8
33606,3,12,2016,2,13,3.1,43.0538,13.1003,7.8,1.84,0.17,1.8
33607,3,12,2016,2,35,54.5,43.0083,13.1228,10.1,1.83,0.2,1.8
33608,3,12,2016,2,42,38.45,42.9847,13.0783,8.4,3.9,0.19,1.8
33609,3,12,2016,2,44,31.78,42.8943,13.1697,7.4,2.04,0.2,1.8
33610,3,12,2016,2,46,33.39,42.9725,13.0898,9.4,1.83,0.2,1.8
33611,3,12,2016,2,47,24.5,42.995,13.0848,9.3,1.83,0.2,1.8
33612,3,12,2016,3,13,42.85,42.9933,13.0765,8.7,1.94,0.2,1.8
33613,3,12,2016,3,18,46.64,42.645,13.2107,12.8,2.04,0.2,1.8
33614,3,12,2016,3,45,51.83,42.9967,13.0812,9.2,2.04,0.2,1.8
33615,3,12,2016,3,50,58.97,42.8052,13.2517,10.6,1.83,0.2,1.8
33616,3,12,2016,4,3,16.38,42.8042,13.2478,12,2.04,0.2,1.8
33617,3,12,2016,4,6,52.91,42.9943,13.0788,9.9,1.83,0.2,1.8
33618,3,12,2016,5,3,46.27,42.8408,13.1545,8.7,1.94,0.2,1.8
33619,3,12,2016,5,33,18.43,42.9505,13.1968,8.6,2.35,0.2,1.8
33620,3,12,2016,5,35,54.22,43.0387,13.0893,2.8,1.94,0.2,1.8
33621,3,12,2016,5,39,13.96,43.0033,13.0777,7.4,1.94,0.2,1.8
33622,3,12,2016,5,42,21.34,42.9775,13.0693,11.3,1.83,0.2,1.8
33623,3,12,2016,6,4,53.25,43.0035,13.0687,6.1,2.04,0.2,1.8
33624,3,12,2016,6,5,39.19,43.0222,13.0698,8.7,2.14,0.2,1.8
33625,3,12,2016,6,30,3.14,42.6527,13.1757,12.5,1.83,0.2,1.8
33626,3,12,2016,6,32,22.43,42.9143,13.0308,10.6,2.04,0.2,1.8
33627,3,12,2016,6,50,42.41,43.0137,13.0998,8.3,2.35,0.2,1.8
33628,3,12,2016,7,25,9.13,42.9477,13.1317,6.8,1.83,0.2,1.8
33629,3,12,2016,7,32,14.86,42.701,13.1663,11.1,1.83,0.2,1.8
33630,3,12,2016,7,34,8.91,42.8823,13.0607,10.2,1.83,0.2,1.8
33631,3,12,2016,8,7,3.22,42.9307,13.1497,10.5,2.04,0.2,1.8
33632,3,12,2016,8,8,10.12,42.9575,13.1348,9.8,2.04,0.2,1.8
33633,3,12,2016,8,8,46.82,42.8758,13.2388,11.8,2.04,0.2,1.8
33634,3,12,2016,8,14,41.66,43.0488,13.1017,9.1,1.83,0.2,1.8
33635,3,12,2016,8,18,34.03,42.9613,13.1255,9.9,2.25,0.2,1.8
