ID,day,month,year,hour,minute,second,latitude,longitude,depth,mw,mw_err,mc,cluster_id
10376,16,12,2012,13,38,9,38.0616,-3.2727,4,1.93,0.28,1.9,130
10377,16,12,2012,13,43,38,38.0716,-3.2707,5,1.094,0.228,1.9,130
10378,16,12,2012,13,46,32,38.0852,-3.2756,0,1.8464,0.2748,1.9,130
10379,16,12,2012,13,56,11,38.0782,-3.2644,2,2.0136,0.2852,1.9,130
10380,16,12,2012,14,16,14,38.0722,-3.2629,2,1.93,0.28,1.9,130
10381,16,12,2012,15,17,47,38.0878,-3.3077,0,1.7628,0.2696,1.9,130
10382,16,12,2012,15,44,16,38.0639,-3.279,4,2.1808,0.2956,1.9,130
10383,16,12,2012,16,6,20,38.0322,-3.3345,0,1.5956,0.2592,1.9,130
10384,16,12,2012,16,40,30,38.0602,-3.3204,3,1.93,0.28,1.9,130
10385,16,12,2012,18,25,25,38.0582,-3.2864,4,1.6792,0.2644,1.9,130
10386,16,12,2012,18,27,38,38.0477,-3.3157,3,1.8464,0.2748,1.9,130
10387,16,12,2012,18,33,17,38.0745,-3.2674,4,1.8464,0.2748,1.9,130
10388,16,12,2012,20,0,7,38.0999,-3.2674,0,1.93,0.28,1.9,130
10389,16,12,2012,20,2,14,38.0665,-3.2696,4,1.6792,0.2644,1.9,130
10390,16,12,2012,20,7,31,38.0774,-3.2458,0,1.1776,0.2332,1.9,130
10391,16,12,2012,21,32,7,38.0541,-3.2561,3,1.512,0.254,1.9,130
10392,16,12,2012,21,54,55,38.0328,-3.3053,5,1.2612,0.2384,1.9,130
10393,16,12,2012,21,56,56,38.0872,-3.2441,0,1.3448,0.2436,1.9,130
10394,16,12,2012,22,35,31,38.0644,-3.262,3,1.512,0.254,1.9,130
10395,16,12,2012,22,57,16,38.1047,-3.2166,0,1.5956,0.2592,1.9,0
10396,16,12,2012,23,10,20,38.0839,-3.2502,0,1.3448,0.2436,1.9,130
10397,16,12,2012,23,15,7,38.0777,-3.2775,0,1.8464,0.2748,1.9,130
10398,16,12,2012,23,28,47,38.0565,-3.2709,4,1.1776,0.2332,1.9,130
10399,17,12,2012,0,33,58,38.0674,-3.2673,0,1.8464,0.2748,1.9,130
10400,17,12,2012,0,34,36,38.0564,-3.2755,3,2.5988,0.3216,1.9,130
10401,17,12,2012,0,46,24,38.0511,-3.282,3,1.93,0.28,1.9,130
10402,17,12,2012,0,51,34,38.0793,-3.2637,4,1.4284,0.2488,1.9,130
10403,17,12,2012,0,54,21,38.0741,-3.2572,3,1.3448,0.2436,1.9,130
10404,17,12,2012,0,57,7,38.0823,-3.242,0,1.2612,0.2384,1.9,130
10405,17,12,2012,1,4,26,38.0567,-3.2636,3,1.2612,0.2384,1.9,130
10406,17,12,2012,1,35,17,38.0625,-3.2671,4,2.1808,0.2956,1.9,130
10407,17,12,2012,1,43,16,38.0814,-3.2655,0,1.3448,0.2436,1.9,130
10408,17,12,2012,1,49,27,38.0462,-3.2869,3,1.094,0.228,1.9,130
10409,17,12,2012,2,2,34,38.063,-3.2846,2,1.8464,0.2748,1.9,130
10410,17,12,2012,2,16,51,38.0725,-3.2738,0,1.7628,0.2696,1.9,130
10411,17,12,2012,2,35,32,38.0916,-3.2682,0,1.5956,0.2592,1.9,130
10412,17,12,2012,2,37,1,38.0556,-3.2788,0,1.8464,0.2748,1.9,130
10413,17,12,2012,2,44,48,38.0651,-3.2692,1,2.1808,0.2956,1.9,130
10414,17,12,2012,2,52,51,38.0579,-3.2817,2,2.766,0.332,1.9,130
10415,17,12,2012,2,55,50,38.0593,-3.2442,0,1.93,0.28,1.9,130
10416,17,12,2012,3,48,50,38.0813,-3.2403,0,1.512,0.254,1.9,130
10417,17,12,2012,3,52,33,38.0627,-3.275,3,2.4316,0.3112,1.9,130
10418,17,12,2012,4,12,13,38.0628,-3.2601,3,1.512,0.254,1.9,130
10419,17,12,2012,4,33,17,38.0684,-3.2698,4,1.6792,0.2644,1.9,130
10420,17,12,2012,4,39,46,38.0789,-3.2563,0,1.8464,0.2748,1.9,130
10421,17,12,2012,4,59,43,38.0658,-3.2518,3,1.7628,0.2696,1.9,130
10422,17,12,2012,5,4,47,38.049,-3.282,3,1.8464,0.2748,1.9,130
10423,17,12,2012,5,20,36,38.0507,-3.2792,4,1.7628,0.2696,1.9,130
10424,17,12,2012,5,22,33,38.0713,-3.2769,2,2.1808,0.2956,1.9,130
10425,17,12,2012,5,31,38,38.0736,-3.2706,0,2.1808,0.2956,1.9,130
10426,17,12,2012,5,34,7,38.0458,-3.2831,2,3.6856,0.3892,1.9,130
10427,17,12,2012,5,40,37,38.0823,-3.2666,3,1.93,0.28,1.9,130
10428,17,12,2012,5,46,41,38.0688,-3.2747,0,2.1808,0.2956,1.9,130
10429,17,12,2012,6,0,30,38.062,-3.2852,3,3.3512,0.3684,1.9,130
10430,17,12,2012,6,9,10,38.0557,-3.2928,3,2.9332,0.3424,1.9,130
10431,17,12,2012,6,10,59,38.0722,-3.2713,3,2.2644,0.3008,1.9,130
10432,17,12,2012,6,22,6,38.0627,-3.2691,5,2.2644,0.3008,1.9,130
10433,17,12,2012,6,33,9,38.0607,-3.2861,4,2.9332,0.3424,1.9,130
10434,17,12,2012,6,49,27,38.0838,-3.2527,0,2.0972,0.2904,1.9,130
10435,17,12,2012,6,53,41,38.0746,-3.2445,4,2.0136,0.2852,1.9,130
10436,17,12,2012,7,6,9,38.0597,-3.2754,4,2.348,0.306,1.9,130
10437,17,12,2012,7,44,58,38.0695,-3.2694,4,1.8464,0.2748,1.9,130
10438,17,12,2012,8,11,39,38.0572,-3.2848,3,3.2676,0.3632,1.9,130
10439,17,12,2012,8,22,2,38.0599,-3.2494,0,1.93,0.28,1.9,130
10440,17,12,2012,9,17,51,38.059,-3.2615,3,2.0136,0.2852,1.9,130
10441,17,12,2012,9,36,10,38.0672,-3.2523,4,2.0136,0.2852,1.9,130
10442,17,12,2012,9,37,38,38.0696,-3.2749,4,2.1808,0.2956,1.9,130
10443,17,12,2012,9,38,46,38.0577,-3.272,4,2.2644,0.3008,1.9,130
10444,17,12,2012,10,6,31,38.0532,-3.2745,4,1.93,0.28,1.9,130
10445,17,12,2012,11,13,39,38.05,-3.2619,2,2.0136,0.2852,1.9,130
10446,17,12,2012,11,20,54,38.0545,-3.2674,1,2.348,0.306,1.9,130
10447,17,12,2012,11,21,53,38.0528,-3.261,0,2.4316,0.3112,1.9,130
10448,17,12,2012,11,31,0,38.0585,-3.2765,5,2.0972,0.2904,1.9,130
10449,17,12,2012,11,40,23,38.0528,-3.2768,3,2.348,0.306,1.9,130
10450,17,12,2012,12,47,4,38.0493,-3.2675,4,2.0972,0.2904,1.9,130
10451,17,12,2012,12,54,54,38.0579,-3.2799,4,1.5956,0.2592,1.9,130
10452,17,12,2012,12,56,19,38.0591,-3.2886,1,2.0136,0.2852,1.9,130
10453,17,12,2012,13,0,0,38.0431,-3.2886,4,2.1808,0.2956,1.9,130
10454,17,12,2012,13,29,22,38.0594,-3.2661,3,2.0972,0.2904,1.9,130
10455,17,12,2012,13,34,57,38.057,-3.2968,3,3.1004,0.3528,1.9,130
10456,17,12,2012,13,39,26,38.0696,-3.2665,2,1.93,0.28,1.9,130
10457,17,12,2012,13,47,17,38.0654,-3.2825,3,1.8464,0.2748,1.9,130
10458,17,12,2012,13,49,30,38.0824,-3.263,0,1.7628,0.2696,1.9,130
10459,17,12,2012,13,50,42,38.0445,-3.288,3,2.6824,0.3268,1.9,130
10460,17,12,2012,14,3,19,38.0837,-3.2483,0,1.5956,0.2592,1.9,130
10461,17,12,2012,14,3,48,38.083,-3.2543,0,2.0136,0.2852,1.9,130
10462,17,12,2012,14,7,11,38.0819,-3.2962,4,2.5152,0.3164,1.9,130
10463,17,12,2012,14,10,5,38.102,-3.2342,0,1.6792,0.2644,1.9,0
10464,17,12,2012,14,52,57,38.0621,-3.283,3,1.5956,0.2592,1.9,130
10465,17,12,2012,15,17,35,38.0589,-3.2891,4,2.4316,0.3112,1.9,130
10466,17,12,2012,15,32,54,38.0668,-3.303,0,1.8464,0.2748,1.9,130
10467,17,12,2012,15,44,39,38.053,-3.2943,4,1.93,0.28,1.9,130
10468,17,12,2012,16,12,42,38.0741,-3.2823,5,1.5956,0.2592,1.9,130
10469,17,12,2012,16,13,31,38.0596,-3.2885,4,1.6792,0.2644,1.9,130
10470,17,12,2012,16,31,10,38.0683,-3.2612,4,2.0136,0.2852,1.9,130
10471,17,12,2012,16,35,52,38.0692,-3.2723,4,2.0136,0.2852,1.9,130
10472,17,12,2012,16,50,0,38.0792,-3.258,0,1.6792,0.2644,1.9,130
10473,17,12,2012,16,59,30,38.0639,-3.2669,2,2.348,0.306,1.9,130
10474,17,12,2012,17,38,45,38.0251,-3.31,4,1.6792,0.2644,1.9,130
10475,17,12,2012,18,25,47,38.0441,-3.276,4,1.7628,0.2696,1.9,130
10476,17,12,2012,19,5,58,38.0773,-3.2641,3,1.6792,0.2644,1.9,130
10477,17,12,2012,19,16,14,38.0527,-3.2805,4,1.8464,0.2748,1.9,130
10478,17,12,2012,19,17,43,38.0572,-3.271,3,2.6824,0.3268,1.9,130
10479,17,12,2012,19,22,13,38.0719,-3.2589,1,2.0972,0.2904,1.9,130
10480,17,12,2012,19,22,59,38.0754,-3.2687,3,2.0136,0.2852,1.9,130
10481,17,12,2012,19,24,18,38.0628,-3.2752,3,2.766,0.332,1.9,130
10482,17,12,2012,19,26,13,38.0503,-3.2807,3,3.0168,0.3476,1.9,130
10483,17,12,2012,19,29,10,38.09,-3.2942,0,1.7628,0.2696,1.9,130
10484,17,12,2012,19,30,18,38.079,-3.2857,0,1.7628,0.2696,1.9,130
10485,17,12,2012,19,31,19,38.0819,-3.2691,0,2.0136,0.2852,1.9,130
10486,17,12,2012,19,31,47,38.0412,-3.2693,3,1.6792,0.2644,1.9,130
10487,17,12,2012,19,41,52,38.062,-3.283,5,1.8464,0.2748,1.9,130
10488,17,12,2012,19,47,12,38.0516,-3.259,2,1.512,0.254,1.9,130
10489,17,12,2012,19,57,41,38.0615,-3.282,5,2.0136,0.2852,1.9,130
10490,17,12,2012,19,58,28,38.0782,-3.2601,4,1.93,0.28,1.9,130
10491,17,12,2012,20,15,36,38.0594,-3.2861,5,2.5152,0.3164,1.9,130
10492,17,12,2012,20,38,57,38.0689,-3.2803,4,3.0168,0.3476,1.9,130
10493,17,12,2012,20,43,45,38.0692,-3.273,3,1.93,0.28,1.9,130
10494,17,12,2012,21,39,4,38.0507,-3.276,5,1.93,0.28,1.9,130
10495,17,12,2012,21,47,56,38.0818,-3.2602,3,1.7628,0.2696,1.9,130
10496,17,12,2012,21,50,13,38.0871,-3.2617,2,1.93,0.28,1.9,130
10497,17,12,2012,21,53,0,38.0715,-3.2678,3,1.4284,0.2488,1.9,130
10498,17,12,2012,21,57,15,38.0702,-3.2911,5,1.8464,0.2748,1.9,130
10499,17,12,2012,23,24,48,38.0857,-3.2851,0,1.6792,0.2644,1.9,130
10500,17,12,2012,23,33,6,38.0676,-3.2866,2,3.0168,0.3476,1.9,130
10501,17,12,2012,23,36,17,38.0546,-3.2937,2,3.1004,0.3528,1.9,130
10502,17,12,2012,23,40,48,38.0799,-3.2583,4,1.1776,0.2332,1.9,130
10503,17,12,2012,23,43,59,38.0666,-3.3003,3,2.5988,0.3216,1.9,130
10504,17,12,2012,23,47,4,38.0472,-3.2713,1,3.184,0.358,1.9,130
10505,17,12,2012,23,49,2,38.0497,-3.2981,2,2.9332,0.3424,1.9,130
10506,18,12,2012,0,34,25,38.0681,-3.2786,1,1.93,0.28,1.9,130
10507,18,12,2012,0,40,33,38.0663,-3.2579,5,1.7628,0.2696,1.9,130
10508,18,12,2012,1,31,54,38.0366,-3.2961,6,1.094,0.228,1.9,130
10509,18,12,2012,1,40,5,38.0798,-3.2599,3,1.6792,0.2644,1.9,130
10510,18,12,2012,1,43,25,38.0789,-3.2816,4,1.6792,0.2644,1.9,130
10511,18,12,2012,1,50,34,38.0632,-3.2722,4,1.93,0.28,1.9,130
10512,18,12,2012,2,1,30,38.0552,-3.2472,2,1.93,0.28,1.9,130
10513,18,12,2012,2,11,56,38.0581,-3.2422,0,1.5956,0.2592,1.9,130
10514,18,12,2012,2,23,25,38.0666,-3.2766,3,1.8464,0.2748,1.9,130
10515,18,12,2012,2,45,0,38.0741,-3.281,2,3.0168,0.3476,1.9,130
10516,18,12,2012,2,56,58,38.0901,-3.2496,0,1.8464,0.2748,1.9,130
10517,18,12,2012,2,57,40,38.1002,-3.3193,4,1.5956,0.2592,1.9,130
10518,18,12,2012,3,20,40,38.0613,-3.2703,2,3.1004,0.3528,1.9,130
10519,18,12,2012,3,32,55,38.0585,-3.2857,2,3.184,0.358,1.9,130
10520,18,12,2012,3,36,3,38.0366,-3.2918,2,3.1004,0.3528,1.9,130
10521,18,12,2012,3,38,4,38.0689,-3.2786,2,2.348,0.306,1.9,130
10522,18,12,2012,3,45,21,38.0457,-3.2847,3,2.5988,0.3216,1.9,130
10523,18,12,2012,3,45,29,38.0705,-3.2652,0,2.6824,0.3268,1.9,130
10524,18,12,2012,3,49,1,38.0752,-3.2763,2,2.0972,0.2904,1.9,130
10525,18,12,2012,4,20,11,38.0783,-3.2674,0,1.8464,0.2748,1.9,130
10526,18,12,2012,4,25,50,38.0525,-3.2591,4,1.4284,0.2488,1.9,130
10527,18,12,2012,5,21,8,38.0879,-3.2728,4,2.0136,0.2852,1.9,130
10528,18,12,2012,5,57,42,38.061,-3.2604,0,1.8464,0.2748,1.9,130
10529,18,12,2012,6,52,13,38.0725,-3.2604,0,1.93,0.28,1.9,130
10530,18,12,2012,7,16,39,38.0716,-3.2597,5,1.93,0.28,1.9,130
10531,18,12,2012,7,35,58,38.0752,-3.2762,0,2.0972,0.2904,1.9,130
10532,18,12,2012,8,14,1,38.0526,-3.2763,4,1.93,0.28,1.9,130
10533,18,12,2012,8,18,45,38.0589,-3.2743,3,2.4316,0.3112,1.9,130
10534,18,12,2012,8,23,27,38.0458,-3.2778,4,1.7628,0.2696,1.9,130
10535,18,12,2012,12,7,5,38.0242,-3.2991,0,1.4284,0.2488,1.9,130
10536,18,12,2012,14,24,16,38.0308,-3.2657,2,1.5956,0.2592,1.9,130
10537,18,12,2012,14,24,24,38.0254,-3.2657,1,2.348,0.306,1.9,130
10538,18,12,2012,14,24,53,38.0331,-3.2689,2,2.0972,0.2904,1.9,130
10539,18,12,2012,14,26,5,38.0381,-3.2693,2,2.0972,0.2904,1.9,130
10540,18,12,2012,14,27,28,38.0259,-3.2783,3,1.7628,0.2696,1.9,130
10541,18,12,2012,14,31,25,38.0279,-3.2711,2,1.93,0.28,1.9,130
10542,18,12,2012,16,19,2,38.0293,-3.2698,3,1.8464,0.2748,1.9,130
10543,18,12,2012,16,20,39,38.0298,-3.2743,2,1.7628,0.2696,1.9,130
10544,18,12,2012,16,21,45,38.0258,-3.275,3,1.8464,0.2748,1.9,130
10545,18,12,2012,16,58,33,38.0332,-3.282,4,2.0972,0.2904,1.9,130
10546,18,12,2012,17,56,53,38.0425,-3.2859,3,2.2644,0.3008,1.9,130
10547,18,12,2012,17,59,28,38.0471,-3.2646,1,1.7628,0.2696,1.9,130
10548,18,12,2012,18,0,36,38.0517,-3.2621,0,1.93,0.28,1.9,130
10549,18,12,2012,18,3,22,38.0408,-3.2759,4,1.512,0.254,1.9,130
10550,18,12,2012,18,20,34,38.0292,-3.2584,3,2.2644,0.3008,1.9,130
10551,18,12,2012,18,28,50,38.0471,-3.2621,1,2.5988,0.3216,1.9,130
10552,18,12,2012,18,30,36,38.036,-3.2801,4,2.2644,0.3008,1.9,130
10553,18,12,2012,18,36,22,38.0432,-3.2722,3,2.348,0.306,1.9,130
10554,18,12,2012,18,40,14,38.0477,-3.2761,4,1.93,0.28,1.9,130
10555,18,12,2012,19,14,9,38.0182,-3.2528,3,1.4284,0.2488,1.9,130
10556,18,12,2012,19,36,47,38.0499,-3.2556,0,1.512,0.254,1.9,130
10557,18,12,2012,20,52,50,38.0299,-3.2787,4,1.6792,0.2644,1.9,130
10558,18,12,2012,22,27,16,38.0367,-3.2476,0,1.4284,0.2488,1.9,130
10559,18,12,2012,22,41,50,38.0205,-3.3097,5,1.512,0.254,1.9,130
10560,18,12,2012,22,56,3,38.0345,-3.2687,3,1.5956,0.2592,1.9,130
10561,18,12,2012,23,2,12,38.0437,-3.2635,0,1.8464,0.2748,1.9,130
10562,18,12,2012,23,13,54,38.0536,-3.2591,0,2.0972,0.2904,1.9,130
10563,18,12,2012,23,17,18,38.0419,-3.259,0,2.0136,0.2852,1.9,130
10564,18,12,2012,23,23,13,38.0267,-3.2691,2,1.512,0.254,1.9,130
10565,18,12,2012,23,58,45,38.0264,-3.2787,4,1.6792,0.2644,1.9,130
10566,19,12,2012,0,2,51,38.0413,-3.2691,4,1.6792,0.2644,1.9,130
10567,19,12,2012,0,6,51,38.044,-3.2662,4,1.8464,0.2748,1.9,130
10568,19,12,2012,0,27,9,38.0323,-3.2523,3,1.8464,0.2748,1.9,130
10569,19,12,2012,1,13,27,38.0523,-3.2658,3,2.0972,0.2904,1.9,130
10570,19,12,2012,1,24,1,38.0334,-3.2687,3,1.6792,0.2644,1.9,130
10571,19,12,2012,1,30,28,38.0351,-3.2644,2,2.5152,0.3164,1.9,130
10572,19,12,2012,1,32,58,38.0365,-3.2738,3,2.8496,0.3372,1.9,130
10573,19,12,2012,1,35,23,38.0394,-3.2677,1,1.8464,0.2748,1.9,130
10574,19,12,2012,1,39,5,38.0343,-3.2656,2,1.93,0.28,1.9,130
10575,19,12,2012,1,41,24,38.0488,-3.2652,0,1.8464,0.2748,1.9,130
10576,19,12,2012,1,43,25,38.0455,-3.2623,0,1.7628,0.2696,1.9,130
10577,19,12,2012,1,46,6,38.0367,-3.2712,2,2.348,0.306,1.9,130
10578,19,12,2012,1,48,14,38.0409,-3.2678,2,1.5956,0.2592,1.9,130
10579,19,12,2012,1,53,11,38.0352,-3.2864,2,1.512,0.254,1.9,130
10580,19,12,2012,2,7,27,38.0425,-3.2735,4,1.8464,0.2748,1.9,130
10581,19,12,2012,2,8,27,38.0406,-3.2739,3,1.6792,0.2644,1.9,130
10582,19,12,2012,2,24,1,38.0317,-3.2671,4,1.6792,0.2644,1.9,130
10583,19,12,2012,2,24,30,38.0298,-3.2747,4,1.512,0.254,1.9,130
10584,19,12,2012,2,42,18,38.0457,-3.2639,4,1.512,0.254,1.9,130
10585,19,12,2012,2,57,5,38.0431,-3.2698,3,1.93,0.28,1.9,130
10586,19,12,2012,3,27,50,38.0206,-3.2811,4,1.2612,0.2384,1.9,130
10587,19,12,2012,3,55,47,38.0323,-3.2981,6,1.7628,0.2696,1.9,130
10588,19,12,2012,6,9,3,38.0481,-3.27,2,2.2644,0.3008,1.9,130
10589,19,12,2012,6,12,12,38.0402,-3.2707,2,2.4316,0.3112,1.9,130
10590,19,12,2012,6,12,24,38.0446,-3.2669,2,2.5152,0.3164,1.9,130
10591,19,12,2012,6,15,35,38.0244,-3.2815,4,1.93,0.28,1.9,130
10592,19,12,2012,6,16,57,38.0401,-3.2687,2,2.1808,0.2956,1.9,130
10593,19,12,2012,6,17,37,38.0418,-3.2633,1,2.2644,0.3008,1.9,130
10594,19,12,2012,6,25,25,38.029,-3.2768,3,1.5956,0.2592,1.9,130
10595,19,12,2012,6,31,12,38.049,-3.2663,4,2.766,0.332,1.9,130
10596,19,12,2012,7,27,19,38.0375,-3.2576,0,1.7628,0.2696,1.9,130
10597,19,12,2012,7,31,34,38.0392,-3.2658,0,1.93,0.28,1.9,130
10598,19,12,2012,7,32,26,38.0402,-3.2581,0,1.93,0.28,1.9,130
10599,19,12,2012,7,35,14,38.0388,-3.2752,3,3.1004,0.3528,1.9,130
10600,19,12,2012,7,42,1,38.0418,-3.2676,2,2.0972,0.2904,1.9,130
10601,19,12,2012,7,42,41,38.0184,-3.2875,3,1.6792,0.2644,1.9,130
10602,19,12,2012,7,47,13,38.0387,-3.2726,4,2.0136,0.2852,1.9,130
10603,19,12,2012,9,34,25,38.0447,-3.2724,3,2.1808,0.2956,1.9,130
10604,19,12,2012,9,36,2,38.0355,-3.2696,3,1.93,0.28,1.9,130
10605,19,12,2012,10,5,59,38.0476,-3.2648,3,1.93,0.28,1.9,130
10606,19,12,2012,10,19,7,38.0315,-3.2684,2,1.8464,0.2748,1.9,130
10607,19,12,2012,12,8,25,38.0417,-3.2753,4,2.0136,0.2852,1.9,130
10608,19,12,2012,12,17,57,38.0497,-3.2691,0,1.6792,0.2644,1.9,130
10609,19,12,2012,12,28,36,38.0361,-3.2736,3,2.0136,0.2852,1.9,130
10610,19,12,2012,12,29,29,38.0313,-3.2762,4,1.8464,0.2748,1.9,130
10611,19,12,2012,12,30,18,38.0414,-3.2741,3,2.348,0.306,1.9,130
10612,19,12,2012,13,46,35,38.0437,-3.2753,5,2.0972,0.2904,1.9,130
10613,19,12,2012,13,50,12,38.0185,-3.2904,3,1.8464,0.2748,1.9,130
10614,19,12,2012,13,50,40,38.0261,-3.2659,3,1.8464,0.2748,1.9,130
10615,19,12,2012,13,51,8,38.0269,-3.2685,2,1.93,0.28,1.9,130
10616,19,12,2012,16,13,22,38.049,-3.2628,3,1.93,0.28,1.9,130
10617,19,12,2012,16,19,28,38.0447,-3.2765,3,2.0972,0.2904,1.9,130
10618,19,12,2012,16,24,2,38.0369,-3.281,3,3.0168,0.3476,1.9,130
10619,19,12,2012,16,24,38,38.052,-3.2634,0,3.184,0.358,1.9,130
10620,19,12,2012,16,24,53,38.0482,-3.2612,0,3.1004,0.3528,1.9,130
10621,19,12,2012,16,34,58,38.0526,-3.2683,0,1.93,0.28,1.9,130
10622,19,12,2012,16,36,27,38.0268,-3.2919,5,2.0136,0.2852,1.9,130
10623,19,12,2012,16,59,52,38.0204,-3.2928,0,1.6792,0.2644,1.9,130
10624,19,12,2012,17,53,6,38.0336,-3.2818,4,1.7628,0.2696,1.9,130
10625,19,12,2012,18,40,5,38.0417,-3.2695,3,1.8464,0.2748,1.9,130
10626,19,12,2012,18,41,4,38.0443,-3.2631,3,1.8464,0.2748,1.9,130
10627,19,12,2012,18,41,15,38.0314,-3.284,4,2.1808,0.2956,1.9,130
10628,19,12,2012,18,48,57,38.0412,-3.2774,4,2.0136,0.2852,1.9,130
10629,19,12,2012,19,5,55,37.8338,-1.3443,11,2.2644,0.3008,1.9,0
10630,19,12,2012,19,45,35,38.0387,-3.2733,3,1.7628,0.2696,1.9,130
10631,19,12,2012,20,38,8,38.0376,-3.2789,5,2.2644,0.3008,1.9,130
10632,19,12,2012,22,40,41,38.0112,-3.2716,0,1.3448,0.2436,1.9,130
10633,19,12,2012,22,41,16,38.0427,-3.2759,4,1.8464,0.2748,1.9,130
10634,19,12,2012,22,56,30,38.0066,-3.2929,0,1.3448,0.2436,1.9,130
10635,19,12,2012,23,3,6,38.0617,-3.2337,0,1.7628,0.2696,1.9,130
10636,19,12,2012,23,3,38,38.0242,-3.3209,0,1.5956,0.2592,1.9,130
10637,20,12,2012,0,11,30,38.0448,-3.2785,5,2.0136,0.2852,1.9,130
10638,20,12,2012,0,17,9,38.0649,-3.2873,5,1.8464,0.2748,1.9,130
10639,20,12,2012,0,26,11,38.0297,-3.2659,1,2.0136,0.2852,1.9,130
10640,20,12,2012,0,35,6,38.046,-3.2803,4,1.8464,0.2748,1.9,130
10641,20,12,2012,0,48,9,38.0377,-3.2795,4,1.93,0.28,1.9,130
10642,20,12,2012,0,49,22,38.0302,-3.2782,5,1.6792,0.2644,1.9,130
10643,20,12,2012,1,33,0,38.0488,-3.28,5,2.0972,0.2904,1.9,130
10644,20,12,2012,2,7,9,38.0457,-3.2685,0,2.0972,0.2904,1.9,130
10645,20,12,2012,2,20,41,38.0294,-3.2547,2,1.93,0.28,1.9,130
10646,20,12,2012,2,47,27,38.0443,-3.2711,0,2.4316,0.3112,1.9,130
10647,20,12,2012,2,56,45,38.0428,-3.2875,5,2.0972,0.2904,1.9,130
10648,20,12,2012,3,2,29,38.0366,-3.2946,0,1.8464,0.2748,1.9,130
10649,20,12,2012,4,40,33,38.025,-3.2515,2,1.2612,0.2384,1.9,130
10650,20,12,2012,5,0,50,38.0273,-3.2684,5,1.8464,0.2748,1.9,130
10651,20,12,2012,5,17,12,38.0417,-3.2777,3,2.766,0.332,1.9,130
10652,20,12,2012,5,22,47,38.0421,-3.2784,4,2.0972,0.2904,1.9,130
10653,20,12,2012,5,30,23,38.0419,-3.2713,2,1.93,0.28,1.9,130
10654,20,12,2012,6,37,3,38.0534,-3.265,0,2.0972,0.2904,1.9,130
10655,20,12,2012,6,50,40,38.0308,-3.2827,4,1.3448,0.2436,1.9,130
10656,20,12,2012,7,10,10,38.0282,-3.2838,4,1.6792,0.2644,1.9,130
10657,20,12,2012,7,12,54,38.0467,-3.261,0,1.93,0.28,1.9,130
10658,20,12,2012,7,38,28,38.0263,-3.2752,2,2.0136,0.2852,1.9,130
10659,20,12,2012,7,41,31,38.0283,-3.2761,3,2.348,0.306,1.9,130
10660,20,12,2012,7,44,55,38.0306,-3.3005,5,2.0136,0.2852,1.9,130
10661,20,12,2012,7,50,47,38.0336,-3.2815,4,2.5152,0.3164,1.9,130
10662,20,12,2012,7,54,39,38.0278,-3.2743,3,1.8464,0.2748,1.9,130
10663,20,12,2012,8,50,41,38.0404,-3.2714,2,1.93,0.28,1.9,130
10664,20,12,2012,9,55,17,38.0368,-3.2793,4,2.1808,0.2956,1.9,130
10665,20,12,2012,10,5,18,38.0406,-3.2708,3,1.8464,0.2748,1.9,130
10666,20,12,2012,10,7,19,38.034,-3.2821,3,1.93,0.28,1.9,130
10667,20,12,2012,10,11,34,38.0412,-3.2756,2,2.0972,0.2904,1.9,130
10668,20,12,2012,10,37,53,38.0751,-3.2266,0,1.1776,0.2332,1.9,130
10669,20,12,2012,13,38,49,38.0331,-3.2737,3,2.2644,0.3008,1.9,130
10670,20,12,2012,13,49,22,38.0464,-3.2605,0,2.6824,0.3268,1.9,130
10671,20,12,2012,13,49,27,38.0191,-3.3221,0,2.5152,0.3164,1.9,130
10672,20,12,2012,13,49,32,38.0373,-3.2776,3,3.3512,0.3684,1.9,130
10673,20,12,2012,13,53,52,38.0317,-3.274,3,3.1004,0.3528,1.9,130
10674,20,12,2012,13,55,44,38.0419,-3.2554,0,2.0972,0.2904,1.9,130
10675,20,12,2012,14,3,44,38.0366,-3.2584,0,1.6792,0.2644,1.9,130
10676,20,12,2012,14,44,35,38.0309,-3.2748,2,1.1776,0.2332,1.9,130
10677,20,12,2012,15,35,20,38.0449,-3.2666,0,2.0972,0.2904,1.9,130
10678,20,12,2012,17,25,57,38.0485,-3.2712,3,2.1808,0.2956,1.9,130
10679,20,12,2012,19,6,40,38.0447,-3.2758,4,1.8464,0.2748,1.9,130
10680,20,12,2012,20,41,11,38.0283,-3.2645,2,1.93,0.28,1.9,130
10681,20,12,2012,20,45,8,38.048,-3.2641,0,1.93,0.28,1.9,130
10682,20,12,2012,20,48,15,38.0428,-3.2661,2,2.0972,0.2904,1.9,130
10683,20,12,2012,21,8,5,38.032,-3.2664,1,1.93,0.28,1.9,130
10684,20,12,2012,21,14,19,38.0312,-3.2951,4,1.7628,0.2696,1.9,130
10685,20,12,2012,21,17,56,38.009,-3.3029,3,1.7628,0.2696,1.9,130
10686,20,12,2012,21,30,24,38.0394,-3.2882,5,1.512,0.254,1.9,130
10687,20,12,2012,21,42,54,38.0417,-3.2759,4,2.0136,0.2852,1.9,130
10688,20,12,2012,22,3,36,38.0578,-3.2691,2,1.7628,0.2696,1.9,130
10689,20,12,2012,22,7,27,38.0419,-3.283,4,1.8464,0.2748,1.9,130
